instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,yr_deskripsi,season_deskripsi,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,kategorijam
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4353,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94,pagi
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4354,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270,pagi
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4355,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432,pagi
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4356,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227,pagi
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4357,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139,pagi
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4358,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172,siang
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4359,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201,siang
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4360,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203,siang
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4361,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178,siang
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4362,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,siang
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4363,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,sore
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4364,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,sore
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4365,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,sore
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4366,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,malam
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4367,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,malam
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4368,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,malam
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4369,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,malam
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,fall,4370,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4371,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4372,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4373,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4374,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4375,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4376,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4377,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4378,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4379,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4380,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4381,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,pagi
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4382,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0.0,24,103,127,siang
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4383,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152,siang
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4384,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140,siang
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4385,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163,siang
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4386,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185,siang
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4387,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,sore
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4388,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,sore
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4389,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563,sore
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4390,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4391,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4392,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4393,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186,malam
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,fall,4394,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4395,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4396,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4397,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4398,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4399,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4400,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4401,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4402,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4403,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4404,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4405,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0.0,29,72,101,pagi
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4406,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142,siang
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4407,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0.0,32,139,171,siang
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4408,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155,siang
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4409,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160,siang
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4410,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166,siang
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4411,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265,sore
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4412,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569,sore
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4413,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562,sore
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4414,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4415,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4416,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4417,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182,malam
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,fall,4418,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0.0,31,98,129,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4419,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4420,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0.0,9,25,34,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4421,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4422,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4423,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4424,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4425,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4426,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4427,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4428,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4429,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138,pagi
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4430,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165,siang
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4431,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213,siang
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4432,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229,siang
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4433,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216,siang
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4434,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141,siang
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4435,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132,sore
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4436,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167,sore
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4437,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316,sore
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4438,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4439,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4440,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4441,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169,malam
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,fall,4442,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4443,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4444,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4445,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4446,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4447,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4448,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4449,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4450,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4451,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4452,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4453,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264,pagi
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4454,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290,siang
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4455,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366,siang
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4456,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416,siang
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4457,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373,siang
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4458,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402,siang
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4459,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0.0,171,245,416,sore
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4460,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0,160,241,401,sore
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4461,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378,sore
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4462,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,128,178,306,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4463,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4464,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4465,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214,malam
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,fall,4466,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,47,93,140,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4467,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112,154,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4468,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94,113,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4469,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68,96,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4470,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4471,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5,malam
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4472,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0.0,7,10,17,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4473,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4474,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4475,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0.0,27,65,92,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4476,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,62,107,169,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4477,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268,pagi
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4478,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,110,177,287,siang
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4479,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377,siang
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4480,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367,siang
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4481,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349,siang
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4482,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219,361,siang
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4483,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372,sore
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4484,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363,sore
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,fall,4485,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363,sore
